ABR - 207,MECHAN. & ELECTR CO,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ABR - 230,STRUCTURAL DAMAGE REPAIR,9,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,9,,,,603923
ABR - 231,STRUCT DAMAGE REPAIR LAB,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
ABR - 250,MECH AND ELEC COMPONENTS,9,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,9,,,,603923
ABR - 251,MECH AND ELEC COMP LAB,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ABR - 291,SPECIAL PROJECTS I,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ABR - 293,SPECIAL PROJECTS II,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ABR - 295,SPECIAL PROJECTS III,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ABR - 298,PRACTICUM,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ABR - 299,COOPERATIVE EDUCATION,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ABR - 305,PAINTING AND REFINISH,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ABR - 306,PAINTING & REFINISH,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ABR - 307,PAINTING & REFINISH,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ABR - 308,PAINTING & REFINISH,6.66,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6.66,,,,603923
ABR - 315,PLASTICS & ADHESIVE,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ABR - 316,PLASTICS & ADHESIVE,6.66,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6.66,,,,603923
ABR - 325,HEATING & AIR CONDI,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ABR - 326,HEATING & AIR CONDI,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
ABR - 390,SPECIAL PROJECTS I,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ABR - 391,SPECIAL PROJECTS II,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ABR - 392,SPECIAL PROJECTS II,6.7,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6.7,,,,603923
ABR - 399,CO-OP,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ABR - 399C,COOPERATIVE EDUCATI,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ABR - 399P,AUTO BODY REPAIR PR,6.7,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6.7,,,,603923
ABR - 499,AUTO BODY REPAIR CO,10.05,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,10.05,,,,603923
ABRS - 100,INTRO TO AUTO BODY,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ABRS - 130,NON STRUCTURAL ANAL,9,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,9,,,,603923
ABRS - 131,NON-STRUCT. ANALYSI,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
ABRS - 132,NON-STRUCT. ANALY,6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6,,,,603923
ABRS - 140,STRUCT. ANALYSIS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ABRS - 141,STRUCT. ANALYSIS &,6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6,,,,603923
ABRS - 210,MECH & ELECT,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ABRS - 211,MECH. & ELECT,6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6,,,,603923
ABRS - 330,PAINT & REFINISH,6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6,,,,603923
ABRS - 331,PAINT & REFINISH,6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6,,,,603923
ABRS - 332,PAINT & REFIN,6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6,,,,603923
ABRS - 340,PLASTICS & ADHESIVE,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ABRS - 341,PLAST & ADHESIVE,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ABRS - 390,SPECIAL PROJECTS I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ABRS - 391,SPECIAL PROJECTS II,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ABRS - 392,SPECIAL PROJECTS II,6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6,,,,603923
ABRS - 399C,COOP EDU,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
ABRS - 399P,PRACTICUM,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
ABRS - 499P,PRACTICUM,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ABT - 101,INTRO TO BIOTECHNOLOGY,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACAD - 101,INTERMEDIATE ALGEBRA I,3,DEVL - EL-L,Developmental Elective,3,,,,600000
ACAD - 102,INTERMED ALGEBRA,3,DMA - 096C,INTERMEDIATE ALGEBRA,3,,,,600000
ACC - 000,PRINC OF ACCOUNTING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACC - 100,ACCOUNTING,6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6,,,,603923
ACC - 101,PRINCIPLES OF ACCOUNTING I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,604118
ACC - 110,ACCOUNTING I,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACC - 127,PRINC. OF ACCOUNTING I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACC - 128,PRINC. OF ACCOUNTING II,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACC - 150,ACCOUNTING I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACC - 201,FINANCIAL ACCOUNTING I,3,ACCT - 200,ACCOUNTING-FINANCIAL,3,,,,603923
ACC - 2011,FINANCIAL ACCT INFO SYSTEM,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACC - 2012,FIN ACC MERCH BUS,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACC - 2013,FIN ACCT LONG TERM ASSETS,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACC - 201C,FINANCIAL ACCT I,3,ACCT - 200,ACCOUNTING-FINANCIAL,3,,,,603923
ACC - 202,MANAGERIAL USES OFACCT INFO,3,ACCT - 201,ACCOUNTING-MANAGERIAL,3,,,,603923
ACC - 2021,COST TERMS CONCEPTS $ CLASS,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACC - 2022,PLANNING AND CONTROL,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACC - 2023,USING COST DATA,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACC - 208,CONTEMPORARY ACCT METHODS,3,ACCT - 201,ACCOUNTING-MANAGERIAL,3,,,,603923
ACC - 210,INTERMED ACCTNG,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACC - 211,FINANCIAL ACCOUNTING LAB,1,ACCT - EL-L,ELEC-ACCOUNTING,1,,,,603923
ACC - 267,INTRO TO BUSINESS LAW,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACC - 300,AUTOMATED ACCTNG,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACC - 310,ADVANCED ACCTNG,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACC - 410,ACCTNG APPL,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACCS - 100,ACCOUNTING,6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,6,,,,603923
ACCS - 150,AUTOMATED ACCOUNTING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACCT - 2101,PRIN OF ACCTNG I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600001
ACH - 100,CONSTRUCTION DOC I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 101,CONSTRUCTION DOCUMENTS I,3,IT - 202,ENGINEERING GRAPHICS,3,,,,603923
ACH - 110,SURV ARCH PROF,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACH - 120,THEO/HIS ARCH I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 150,CONSTRUCTION DOCUMENTS II,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 160,BUILDING MAT CONSTRUCTION I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 161,BUILDING MAT CONSTRUCTION II,3,AMS - 261,CONSTRUCT METH & MATERIALS,3,,,,603923
ACH - 170,THEORY AND HISTORY ARCH II,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 175,INTRO TO SYSTEMS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 180,SELECTED TOPICS,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACH - 185,COMPUTER GRPH I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 192,ESTIMAT TECH,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 194,VISUAL COMPOSITION,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 195,COMPUTER AIDED DRAFTING I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 198,PRACTICUM IN ARCH TECH,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACH - 200,CONSTRUCTION DOCUMENTS III,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 225,STRUCTURES,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 250,CONSTRUCTION DOCUMENTS IV,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 260,OFFICE PRACTICE,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 275,MECHANICAL AND ELECTRICAL,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 280,REVIT/BUILDING INFO MODELING,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACH - 285,COMPUTER AIDED DRAFTING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 290,BUILDING CODES I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 291,CONSTRUCTION MANAGEMENT,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 292,BUILDING CODES II,3,IT - 351,LL:HOUSE PLANNING & CONSTR,3,,,,603923
ACH - 293,PRESENTATION TECHNIQUES,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 294,SPECIFICATION WRITING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 295,COMP AIDED DRAFTING II,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 297,EXTIMATING TECHNIQUES,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACH - 298,COMPUTER 3D MODELING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACL - 101,ACCOUNTING LAB I,1,BT - EL-L,ELEC-BUSINESS TECHNOLOGY,1,,,,603923
ACL - 102,ACCOUNTING LAB II,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACNT - 100,ACCOUNTING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACNT - 101,ACCOUNTING LAB,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACNT - 150,AUTOMATED ACCOUNTING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACNT - 200,ADVANCED ACCOUNTING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACNT - 201,ADVANCED ACC LAB,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACR - 100,REFRIGERATION FUNDMNTLS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 101,LAB FOR ACR 100,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 102,HVAC ELECTRICITY,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 103,LAB FOR ACR 102,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACR - 105,BASIC REFRIGERATION,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACR - 112,SHEET METAL FABRICATION,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 113,SHEET METAL FABRICATION LAB,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 125,REFRIGERATION APPLI,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 126,REFRIGERATION APPLI,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ACR - 130,ELECTRICAL COMPONENTS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 131,ELECT COMP LAB,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 135,ELECTRICAL COMPONENTS,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 136,ELECTRICAL COMPONENTS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
ACR - 145,HEAT LOAD CALCULATI,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 150,DUCT DESIGN,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 168,SPECIAL TOPICS IN AIR COND/REF,3.2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.2,,,,603923
ACR - 169,SPEC TOPICS-AIR CONDITION,0.4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACR - 170,HEAT LOAD/DUCT DESIGN,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 198,PRACTICUM,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 199,COOP EDUCATION PROGRAM,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 200,COMMERCIAL REFRIGERATION,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 201,COMM REFRIGERATION LAB,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 206,BOILERS,5,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,5,,,,603923
ACR - 207,COMMERCIAL HVAC SYSTEMS,5,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,5,,,,603923
ACR - 208,CHILLERS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
ACR - 209,MANUAL & COMM LOAD CALC,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
ACR - 210,ICE MACHINES,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 215,REFRIGERATION APPLI,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 216,REFRIGERATION APPLI,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ACR - 235,ICE MACHINES,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 236,ICE MACHINES LAB,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 250,COOL AND DEHUMIDIFICATION,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 251,COOL AND DEHUMID LAB,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 260,HEATING/HUMIDIFICATION,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 261,HEATING/HUMID/LAB,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACR - 262,HEATING AND HUMIDIFICATION LAB,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 270,HEAT PUMP APPLICATION,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 271,HEAT PUMP APPLICATION LAB,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 290,JOURNEYMAN PREP,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 291,SPECIAL PROBLEMS I,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACR - 293,SPECIAL PROBLEMS II,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 295,SPECIAL PROBLEMS III,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACR - 298,PRACTICUM,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 299,COOP EDUCATION PROGRAM,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 395,HEAT PUMP APPLICATI,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
ACR - 396,HEAT PUMP APPLICATI,3.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.33,,,,603923
ACRS - 105,BASIC REFRIGERATION,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACRS - 125,REFRIGERATION APPLI,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACRS - 126,REFRIGERATION APPLI,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACRS - 250,COOLING & DEHUMIDIFYING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACRS - 251,COOLING & DEHUMIDIFYING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACRS - 265,HEATING & HUMIDIFIC,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACRS - 266,HEATING & HUMIDIFIC,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACRS - 325,ICE MACHINES,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACRS - 395,HEAT PUMP APPLICATIONS,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACRS - 399C,COOPERATIVE EDUCATION,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACRS - 650R,HVAC JOURNEYMAN MAS,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACT - 101,FUNDAMENTALS OF ACCOUNTING I,3,BT - 110C,BASIC ACCOUNTING I,3,,,,603923
ACT - 102,FUNDAMENTALS OF ACCT II,3,BT - 111C,BASIC ACCOUNTING II,3,,,,603923
ACT - 151,THE ACCOUNTING CYCLE,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACT - 168,SPEC TOPICS ACCOUNTING,0.4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
ACT - 177,ENTREPRENEURIAL ACCOUNTING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACT - 1771,RATIONALE FOR ACCT SYS,0.6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.6,,,,603923
ACT - 1772,CONT AND LEGAL REP REQ,0.6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.6,,,,603923
ACT - 1773,ACCT FOR ENTREPRENEUR,0.6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.6,,,,603923
ACT - 1774,COMPUTER ACCT SOFTWARE,0.6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.6,,,,603923
ACT - 1775,COMPUTER ACCT SOFTWARE,0.6,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.6,,,,603923
ACT - 196,PAYROLL ACCOUNTING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACT - 1961,PAYROLL RECORDS,0.5,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.5,,,,603923
ACT - 1962,PAYROLL TAXES,0.5,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.5,,,,603923
ACT - 1963,ACCT FOR PAYROLL,0.5,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.5,,,,603923
ACT - 1964,MANUAL PAYROLL,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACT - 1965,COMPUTERIZED PAYROLL,0.5,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.5,,,,603923
ACT - 277,MATERIAL ACCOUNTING TOPICS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACT - 279,ACCOUNTING SYSTEMS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACT - 2791,COMPUTER ACCOUNTING BASICS,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACT - 2792,COMPUTER ACCOUNTING PROC,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACT - 2793,ADV FEATURES & CONTROLS,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
ACT - 280,COST ACCOUNTING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACT - 281,INDIVIDUAL TAXATION,3,ACCT - EL-L,ELEC-ACCOUNTING,3,,,,603923
ACT - 286,FINANCIAL ACCOUNTING TOPICS,3,ACCT - EL-L,ELEC-ACCOUNTING,3,,,,603923
ACT - 290,SELECTED TOPICS IN ACCOUNTING,1,ACCT - EL-L,ELEC-ACCOUNTING,,,,,603923
ACT - 295,CORP & PARTNERSHIP ACCOUNTING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACX - 100,FUNDAMENTALS OF REF,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
ACX - 120,REFRIGERATION I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
